Order_ID,Date,Region,SKU,Channel,Price,Quantity,Revenue,Profit,Customer_Type,Return_Flag
RHYS-1022,2024-04-23,Pune,Dragon Tee,Website,600,2,1200,612.0,Returning,0
RHYS-1023,2024-07-21,Mumbai,College Pop Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1024,2024-12-10,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1025,2024-05-26,Bengaluru,Streetwear Hoodie,Website,550,2,1100,561.0,Returning,0
RHYS-1026,2024-11-03,Pune,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1027,2024-11-10,Pune,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1028,2025-02-06,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1029,2024-03-05,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1030,2024-05-16,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1031,2024-04-08,Pune,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1032,2025-01-26,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1033,2024-07-02,Hyderabad,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1034,2024-07-17,Mumbai,Classic Black Tee,Website,550,1,550,280.5,Returning,0
RHYS-1035,2024-12-25,Bengaluru,Minimal Logo Tee,Website,600,2,1200,612.0,New,0
RHYS-1036,2024-07-31,Bengaluru,Streetwear Hoodie,Website,650,1,650,331.5,Returning,0
RHYS-1037,2024-10-18,Pune,Minimal Logo Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1038,2024-05-31,Pune,Dragon Tee,Website,650,2,1300,663.0,New,0
RHYS-1039,2024-06-23,Hyderabad,Streetwear Hoodie,College Stall,650,1,650,331.5,New,0
RHYS-1040,2024-04-01,Bengaluru,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1041,2024-11-30,Mumbai,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1042,2024-07-10,Pune,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1043,2024-04-30,Pune,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1044,2024-06-23,Bengaluru,College Pop Tee,College Stall,700,2,1400,714.0,Returning,0
RHYS-1045,2025-01-15,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1046,2024-05-17,Pune,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1047,2024-04-05,Pune,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1048,2024-06-14,Mumbai,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1049,2024-05-30,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1050,2024-11-01,Mumbai,Streetwear Hoodie,Website,650,2,1300,663.0,Returning,0
RHYS-1051,2024-08-04,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1052,2024-04-02,Hyderabad,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1053,2024-03-31,Mumbai,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1054,2025-02-01,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1055,2025-01-14,Pune,College Pop Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1056,2024-05-23,Mumbai,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1057,2024-05-09,Hyderabad,Minimal Logo Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1058,2024-12-15,Mumbai,Dragon Tee,College Stall,600,2,1200,612.0,New,0
RHYS-1059,2024-09-28,Bengaluru,Classic Black Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1060,2025-01-25,Pune,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1061,2024-11-02,Pune,College Pop Tee,College Stall,550,1,550,280.5,New,0
RHYS-1062,2024-06-27,Hyderabad,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1063,2025-01-08,Hyderabad,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1064,2024-11-26,Mumbai,Minimal Logo Tee,College Stall,650,1,650,331.5,New,0
RHYS-1065,2024-03-19,Hyderabad,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1066,2024-05-18,Mumbai,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1067,2024-03-19,Hyderabad,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1068,2024-09-16,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1069,2024-05-08,Bengaluru,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1070,2024-05-01,Bengaluru,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1071,2024-04-03,Bengaluru,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1072,2024-12-30,Bengaluru,Streetwear Hoodie,Website,600,2,1200,612.0,Returning,0
RHYS-1073,2024-10-06,Pune,College Pop Tee,Website,650,1,650,331.5,Returning,0
RHYS-1074,2024-05-15,Bengaluru,Classic Black Tee,Website,700,2,1400,714.0,New,0
RHYS-1075,2025-01-13,Hyderabad,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1076,2024-09-24,Mumbai,Classic Black Tee,Website,700,1,700,357.0,Returning,0
RHYS-1077,2024-09-30,Pune,Dragon Tee,Website,550,2,1100,561.0,New,0
RHYS-1078,2025-01-11,Pune,Classic Black Tee,Website,550,1,550,280.5,Returning,0
RHYS-1079,2024-04-01,Bengaluru,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1080,2024-05-02,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1081,2024-09-20,Hyderabad,Minimal Logo Tee,College Stall,600,2,1200,612.0,New,0
RHYS-1082,2025-01-11,Mumbai,Classic Black Tee,Website,650,1,650,331.5,Returning,0
RHYS-1083,2025-01-13,Pune,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1084,2024-09-28,Bengaluru,Streetwear Hoodie,Website,700,1,700,357.0,New,0
RHYS-1085,2024-03-13,Pune,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1086,2025-01-06,Hyderabad,Minimal Logo Tee,Website,550,2,1100,561.0,New,0
RHYS-1087,2024-06-05,Mumbai,Minimal Logo Tee,College Stall,650,1,650,331.5,New,1
RHYS-1088,2024-06-26,Pune,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1089,2024-10-12,Hyderabad,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1090,2025-01-11,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1091,2024-06-07,Mumbai,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1092,2025-02-10,Mumbai,Streetwear Hoodie,Website,600,2,1200,612.0,Returning,0
RHYS-1093,2024-12-04,Pune,College Pop Tee,Website,650,1,650,331.5,Returning,0
RHYS-1094,2025-02-05,Pune,Minimal Logo Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1095,2024-12-21,Mumbai,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1096,2025-01-26,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1097,2025-02-28,Mumbai,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1098,2024-07-24,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1099,2024-03-11,Mumbai,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1100,2024-11-29,Pune,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1101,2024-07-14,Hyderabad,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1102,2025-01-06,Hyderabad,Dragon Tee,College Stall,600,2,1200,612.0,New,0
RHYS-1103,2024-03-11,Pune,Dragon Tee,College Stall,650,1,650,331.5,New,0
RHYS-1104,2024-07-19,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1105,2025-01-16,Bengaluru,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1106,2024-08-09,Pune,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1107,2024-05-05,Bengaluru,College Pop Tee,Website,550,1,550,280.5,Returning,0
RHYS-1108,2024-08-06,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1109,2024-12-11,Bengaluru,Minimal Logo Tee,Website,550,2,1100,561.0,New,0
RHYS-1110,2024-04-02,Pune,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1111,2024-05-11,Bengaluru,Classic Black Tee,Website,600,2,1200,612.0,Returning,0
RHYS-1112,2024-06-14,Pune,College Pop Tee,Website,550,1,550,280.5,Returning,0
RHYS-1113,2025-01-08,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1114,2024-03-21,Pune,College Pop Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1115,2024-06-02,Pune,Classic Black Tee,Website,600,2,1200,612.0,New,0
RHYS-1116,2024-09-07,Pune,Dragon Tee,Website,550,2,1100,561.0,Returning,0
RHYS-1117,2024-11-01,Mumbai,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1118,2025-02-26,Hyderabad,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1119,2025-01-10,Mumbai,Minimal Logo Tee,College Stall,650,1,650,331.5,New,0
RHYS-1120,2024-06-22,Hyderabad,College Pop Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1121,2024-04-03,Pune,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1122,2024-10-14,Mumbai,Streetwear Hoodie,College Stall,700,1,700,357.0,New,1
RHYS-1123,2024-04-06,Mumbai,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1124,2024-03-15,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1125,2024-08-14,Hyderabad,College Pop Tee,College Stall,600,1,600,306.0,New,0
RHYS-1126,2024-08-30,Hyderabad,Streetwear Hoodie,Website,700,1,700,357.0,New,0
RHYS-1127,2024-05-27,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1128,2024-08-10,Mumbai,Streetwear Hoodie,Website,550,1,550,280.5,Returning,0
RHYS-1129,2024-11-10,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1130,2024-08-03,Mumbai,Classic Black Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1131,2024-09-02,Pune,Dragon Tee,Website,650,2,1300,663.0,Returning,0
RHYS-1132,2024-11-05,Hyderabad,Streetwear Hoodie,Website,550,1,550,280.5,Returning,0
RHYS-1133,2024-08-11,Pune,Streetwear Hoodie,College Stall,600,1,600,306.0,New,0
RHYS-1134,2024-03-26,Hyderabad,Classic Black Tee,Website,650,1,650,331.5,Returning,0
RHYS-1135,2024-03-07,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1136,2024-10-31,Mumbai,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1137,2024-06-06,Bengaluru,Streetwear Hoodie,College Stall,600,1,600,306.0,New,1
RHYS-1138,2025-01-29,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1139,2024-11-27,Hyderabad,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1140,2024-06-28,Pune,Classic Black Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1141,2025-01-19,Pune,Minimal Logo Tee,College Stall,700,2,1400,714.0,Returning,0
RHYS-1142,2024-11-16,Pune,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1143,2024-11-28,Pune,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1144,2024-06-18,Pune,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1145,2024-05-14,Hyderabad,Dragon Tee,Website,550,1,550,280.5,New,1
RHYS-1146,2024-04-11,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1147,2024-07-19,Bengaluru,Streetwear Hoodie,Website,700,2,1400,714.0,New,0
RHYS-1148,2024-12-05,Bengaluru,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1149,2024-10-18,Mumbai,College Pop Tee,College Stall,650,1,650,331.5,New,0
RHYS-1150,2024-12-16,Mumbai,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1151,2024-11-03,Bengaluru,Minimal Logo Tee,Website,700,1,700,357.0,Returning,0
RHYS-1152,2024-05-19,Hyderabad,Classic Black Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1153,2024-08-16,Pune,Classic Black Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1154,2024-07-21,Mumbai,Minimal Logo Tee,Website,600,2,1200,612.0,New,0
RHYS-1155,2025-01-22,Bengaluru,Dragon Tee,College Stall,700,2,1400,714.0,Returning,0
RHYS-1156,2024-09-10,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1157,2025-02-27,Bengaluru,College Pop Tee,College Stall,550,1,550,280.5,New,0
RHYS-1158,2024-03-27,Mumbai,Classic Black Tee,Website,650,1,650,331.5,New,0
RHYS-1159,2024-05-12,Hyderabad,Minimal Logo Tee,College Stall,650,1,650,331.5,Returning,0
RHYS-1160,2025-01-24,Mumbai,Streetwear Hoodie,Website,650,1,650,331.5,New,0
RHYS-1161,2024-07-25,Hyderabad,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1162,2025-02-14,Mumbai,Dragon Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1163,2024-12-30,Bengaluru,College Pop Tee,Website,600,2,1200,612.0,New,0
RHYS-1164,2024-07-06,Hyderabad,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1165,2024-11-11,Pune,Dragon Tee,College Stall,700,1,700,357.0,New,0
RHYS-1166,2024-07-04,Bengaluru,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1167,2024-05-23,Pune,Dragon Tee,Website,650,2,1300,663.0,Returning,0
RHYS-1168,2024-07-19,Pune,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1169,2024-10-17,Hyderabad,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1170,2024-11-02,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1171,2025-01-05,Hyderabad,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1172,2025-01-30,Bengaluru,College Pop Tee,College Stall,600,1,600,306.0,New,0
RHYS-1173,2025-02-09,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1174,2024-08-30,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1175,2024-10-10,Mumbai,College Pop Tee,Website,650,1,650,331.5,Returning,0
RHYS-1176,2024-06-05,Bengaluru,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1177,2024-12-31,Bengaluru,Classic Black Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1178,2024-10-17,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1179,2024-04-26,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1180,2024-07-18,Bengaluru,Minimal Logo Tee,College Stall,550,2,1100,561.0,Returning,0
RHYS-1181,2024-11-23,Hyderabad,College Pop Tee,College Stall,650,1,650,331.5,New,1
RHYS-1182,2024-03-25,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1183,2024-04-29,Hyderabad,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1184,2024-03-05,Hyderabad,Classic Black Tee,Website,650,2,1300,663.0,New,0
RHYS-1185,2024-08-01,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1186,2024-12-09,Hyderabad,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1187,2024-11-10,Bengaluru,Streetwear Hoodie,Website,600,2,1200,612.0,New,0
RHYS-1188,2025-01-09,Bengaluru,Classic Black Tee,Website,700,1,700,357.0,New,0
RHYS-1189,2024-07-02,Hyderabad,Dragon Tee,Website,700,1,700,357.0,New,0
RHYS-1190,2024-05-23,Mumbai,Minimal Logo Tee,Website,700,2,1400,714.0,New,0
RHYS-1191,2024-07-18,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1192,2025-02-15,Bengaluru,Streetwear Hoodie,College Stall,650,2,1300,663.0,New,0
RHYS-1193,2024-03-14,Mumbai,Streetwear Hoodie,Website,600,1,600,306.0,Returning,0
RHYS-1194,2025-02-13,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1195,2024-03-02,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1196,2024-03-02,Bengaluru,College Pop Tee,Website,550,2,1100,561.0,Returning,0
RHYS-1197,2025-02-20,Mumbai,Minimal Logo Tee,College Stall,550,1,550,280.5,New,0
RHYS-1198,2024-07-11,Hyderabad,Dragon Tee,Website,600,2,1200,612.0,New,0
RHYS-1199,2024-04-03,Bengaluru,College Pop Tee,College Stall,600,1,600,306.0,New,0
RHYS-1200,2024-05-01,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1201,2025-01-22,Bengaluru,Classic Black Tee,Website,700,1,700,357.0,New,0
RHYS-1202,2024-03-30,Pune,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1203,2024-12-24,Bengaluru,Minimal Logo Tee,Website,700,1,700,357.0,Returning,0
RHYS-1204,2024-05-19,Hyderabad,Dragon Tee,Website,650,2,1300,663.0,Returning,0
RHYS-1205,2025-01-13,Bengaluru,Dragon Tee,College Stall,650,1,650,331.5,New,0
RHYS-1206,2024-03-04,Hyderabad,Minimal Logo Tee,College Stall,550,1,550,280.5,New,0
RHYS-1207,2024-07-11,Mumbai,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1208,2024-03-19,Mumbai,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1209,2024-05-08,Hyderabad,Classic Black Tee,Website,650,2,1300,663.0,New,0
RHYS-1210,2024-03-25,Pune,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1211,2024-10-13,Hyderabad,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1212,2025-01-08,Mumbai,Dragon Tee,Website,700,2,1400,714.0,Returning,0
RHYS-1213,2024-05-05,Mumbai,Streetwear Hoodie,Website,650,1,650,331.5,Returning,0
RHYS-1214,2025-01-15,Mumbai,Dragon Tee,Website,600,2,1200,612.0,New,0
RHYS-1215,2024-10-25,Pune,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1216,2024-11-27,Hyderabad,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1217,2024-03-23,Hyderabad,Classic Black Tee,Website,700,1,700,357.0,Returning,0
RHYS-1218,2025-02-22,Bengaluru,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1219,2024-12-12,Mumbai,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1220,2024-12-27,Pune,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1221,2025-02-24,Hyderabad,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1222,2024-12-11,Bengaluru,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1223,2024-10-14,Hyderabad,Streetwear Hoodie,Website,650,1,650,331.5,Returning,0
RHYS-1224,2024-06-20,Hyderabad,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1225,2024-08-01,Hyderabad,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1226,2024-12-14,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1227,2024-11-18,Hyderabad,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1228,2025-01-28,Mumbai,Streetwear Hoodie,Website,650,1,650,331.5,New,0
RHYS-1229,2025-01-11,Mumbai,Classic Black Tee,Website,600,2,1200,612.0,New,0
RHYS-1230,2025-01-26,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1231,2024-11-18,Bengaluru,Minimal Logo Tee,College Stall,600,2,1200,612.0,New,0
RHYS-1232,2024-04-14,Pune,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1233,2024-08-14,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1234,2024-03-26,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1235,2024-12-15,Bengaluru,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1236,2024-07-20,Bengaluru,Minimal Logo Tee,Website,700,1,700,357.0,New,0
RHYS-1237,2024-09-28,Mumbai,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1238,2024-07-20,Pune,College Pop Tee,College Stall,650,1,650,331.5,New,0
RHYS-1239,2024-12-20,Pune,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1240,2024-05-02,Hyderabad,Classic Black Tee,College Stall,550,1,550,280.5,New,0
RHYS-1241,2024-12-21,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1242,2024-07-05,Mumbai,Dragon Tee,College Stall,600,1,600,306.0,New,1
RHYS-1243,2024-12-24,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1244,2024-07-24,Hyderabad,College Pop Tee,College Stall,600,1,600,306.0,New,0
RHYS-1245,2024-03-06,Mumbai,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1246,2024-11-02,Bengaluru,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1247,2024-10-14,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1248,2024-03-22,Hyderabad,Streetwear Hoodie,College Stall,650,1,650,331.5,New,0
RHYS-1249,2024-07-14,Mumbai,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1250,2024-08-23,Mumbai,Dragon Tee,Website,700,1,700,357.0,New,0
RHYS-1251,2024-07-27,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1252,2024-10-20,Bengaluru,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1253,2024-06-28,Hyderabad,Classic Black Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1254,2024-05-24,Mumbai,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1255,2024-06-12,Pune,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1256,2024-10-24,Mumbai,Streetwear Hoodie,College Stall,600,2,1200,612.0,New,0
RHYS-1257,2024-12-10,Mumbai,Dragon Tee,Website,650,1,650,331.5,Returning,0
RHYS-1258,2025-02-01,Pune,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1259,2024-06-10,Pune,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1260,2024-04-20,Bengaluru,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1261,2024-07-07,Mumbai,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1262,2024-06-25,Mumbai,Streetwear Hoodie,Website,600,1,600,306.0,Returning,0
RHYS-1263,2024-04-19,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1264,2024-07-24,Pune,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1265,2024-03-11,Bengaluru,College Pop Tee,Website,550,1,550,280.5,Returning,0
RHYS-1266,2024-06-25,Bengaluru,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1267,2024-10-22,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1268,2025-02-07,Mumbai,Streetwear Hoodie,Website,700,1,700,357.0,Returning,0
RHYS-1269,2025-01-15,Bengaluru,Dragon Tee,Website,700,1,700,357.0,Returning,0
RHYS-1270,2024-05-13,Hyderabad,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1271,2025-02-16,Bengaluru,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1272,2024-12-03,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1273,2025-02-11,Pune,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1274,2024-08-05,Mumbai,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1275,2024-06-19,Mumbai,College Pop Tee,Website,650,2,1300,663.0,New,0
RHYS-1276,2024-06-21,Pune,Streetwear Hoodie,Website,600,2,1200,612.0,New,0
RHYS-1277,2024-10-14,Bengaluru,Streetwear Hoodie,College Stall,550,1,550,280.5,Returning,0
RHYS-1278,2024-04-13,Hyderabad,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1279,2025-01-10,Bengaluru,Streetwear Hoodie,College Stall,650,2,1300,663.0,Returning,0
RHYS-1280,2024-10-31,Pune,Streetwear Hoodie,College Stall,600,1,600,306.0,Returning,0
RHYS-1281,2024-08-01,Mumbai,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1282,2024-09-25,Mumbai,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1283,2024-05-04,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
